2008,1,31,4,2028,2035,2105,2109,YV,1030,N646BR,37.00,34.00,22.00,-4.00,-7.00,LIH,HNL,102.00,7.00,8.00,0.00,,0.00,,,,,
2008,1,31,4,1435,1435,1505,1509,YV,1038,N646BR,30.00,34.00,22.00,-4.00,0.00,LIH,HNL,102.00,4.00,4.00,0.00,,0.00,,,,,
2008,1,31,4,0600,0600,0617,0611,YV,7293,N75987,77.00,71.00,55.00,6.00,0.00,MBS,ORD,222.00,5.00,17.00,0.00,,0.00,,,,,
2008,1,31,4,,1543,,1554,YV,7305,N77278,,71.00,,,,MBS,ORD,222.00,,,1.00,C,0.00,,,,,
2008,1,31,4,1505,1505,1825,1812,YV,2680,N908FJ,140.00,127.00,111.00,13.00,0.00,MCI,CLT,809.00,12.00,17.00,0.00,,0.00,,,,,
2008,1,31,4,1022,1025,1323,1334,YV,2684,N934FJ,121.00,129.00,103.00,-11.00,-3.00,MCI,CLT,809.00,9.00,9.00,0.00,,0.00,,,,,
2008,1,31,4,1040,1033,1355,1352,YV,7117,N518LR,135.00,139.00,109.00,3.00,7.00,MCI,IAD,926.00,17.00,9.00,0.00,,0.00,,,,,
2008,1,31,4,0743,0745,1057,1104,YV,7357,N651ML,134.00,139.00,113.00,-7.00,-2.00,MCI,IAD,926.00,5.00,16.00,0.00,,0.00,,,,,
2008,1,31,4,,1730,,2049,YV,7367,N516LR,,139.00,,,,MCI,IAD,926.00,,,1.00,C,0.00,,,,,
2008,1,31,4,,1508,,1634,YV,7328,N522LR,,86.00,,,,MCI,ORD,403.00,,,1.00,C,0.00,,,,,
2008,1,31,4,0710,0710,0845,0848,YV,2621,N921FJ,95.00,98.00,81.00,-3.00,0.00,MDT,CLT,413.00,5.00,9.00,0.00,,0.00,,,,,
2008,1,31,4,1341,1345,1519,1519,YV,2695,N907FJ,98.00,94.00,78.00,0.00,-4.00,MDT,CLT,413.00,5.00,15.00,0.00,,0.00,,,,,
2008,1,31,4,1456,1450,1551,1544,YV,7245,N506MJ,55.00,54.00,25.00,7.00,6.00,MDT,IAD,94.00,5.00,25.00,0.00,,0.00,,,,,
