2006,1,30,1,0943,0945,1059,1110,DL,580,N306DL,76.00,85.00,49.00,-11.00,-2.00,ATL,GSO,306.00,5.00,22.00,0.00,,0.00,,,,,
2006,1,30,1,,1404,,1655,DL,581,N376DL,,111.00,,,,MCI,ATL,692.00,,,1.00,B,0.00,,,,,
2006,1,30,1,1048,1030,1311,1251,DL,582,N176DZ,323.00,321.00,300.00,20.00,18.00,ATL,SFO,2139.00,6.00,17.00,0.00,,0.00,18.00,0.00,2.00,0.00,0.00
2006,1,30,1,0712,0715,0846,0843,DL,583,N3731T,94.00,88.00,73.00,3.00,-3.00,RDU,ATL,356.00,7.00,14.00,0.00,,0.00,,,,,
2006,1,30,1,0929,0928,1153,1200,DL,583,N3731T,324.00,332.00,289.00,-7.00,1.00,ATL,SMF,2092.00,8.00,27.00,0.00,,0.00,,,,,
2006,1,30,1,1730,1715,1904,1903,DL,584,N904DL,94.00,108.00,74.00,1.00,15.00,ATL,BWI,576.00,4.00,16.00,0.00,,0.00,,,,,
2006,1,30,1,0858,0900,0959,0959,DL,585,N932DL,61.00,59.00,39.00,0.00,-2.00,SAV,ATL,215.00,10.00,12.00,0.00,,0.00,,,,,
2006,1,30,1,1042,1045,1216,1220,DL,585,N932DL,214.00,215.00,188.00,-4.00,-3.00,ATL,ABQ,1269.00,10.00,16.00,0.00,,0.00,,,,,
2006,1,30,1,1717,1615,1804,1707,DL,586,N972DL,47.00,52.00,30.00,57.00,62.00,ATL,GSP,153.00,3.00,14.00,0.00,,0.00,57.00,0.00,0.00,0.00,0.00
2006,1,30,1,2036,1959,2017,1955,DL,587,N946DL,41.00,56.00,25.00,22.00,37.00,ATL,BHM,134.00,5.00,11.00,0.00,,0.00,0.00,0.00,0.00,0.00,22.00
2006,1,30,1,1904,1830,2040,2003,DL,589,N976DL,96.00,93.00,78.00,37.00,34.00,CMH,ATL,446.00,8.00,10.00,0.00,,0.00,0.00,0.00,10.00,0.00,27.00
2006,1,30,1,1456,1500,1703,1623,DL,590,N959DL,127.00,83.00,87.00,40.00,-4.00,DAB,ATL,366.00,6.00,34.00,0.00,,0.00,0.00,0.00,40.00,0.00,0.00
2006,1,30,1,1740,1710,1910,1851,DL,590,N959DL,90.00,101.00,66.00,19.00,30.00,ATL,PIT,526.00,5.00,19.00,0.00,,0.00,0.00,0.00,0.00,0.00,19.00
2006,1,30,1,2057,2100,2246,2242,DL,591,N631DL,109.00,102.00,88.00,4.00,-3.00,ATL,FLL,581.00,7.00,14.00,0.00,,0.00,,,,,
2006,1,30,1,1111,1117,1242,1248,DL,592,N902DL,91.00,91.00,72.00,-6.00,-6.00,SRQ,ATL,445.00,8.00,11.00,0.00,,0.00,,,,,
2006,1,30,1,1429,1435,1601,1604,DL,592,N902DL,92.00,89.00,64.00,-3.00,-6.00,ATL,DAY,432.00,7.00,21.00,0.00,,0.00,,,,,
2006,1,30,1,1730,1732,2019,2020,DL,593,N382DA,289.00,288.00,277.00,-1.00,-2.00,TPA,SLC,1887.00,5.00,7.00,0.00,,0.00,,,,,
2006,1,30,1,0928,0930,1523,1513,DL,594,N633DL,235.00,223.00,196.00,10.00,-2.00,PHX,ATL,1587.00,8.00,31.00,0.00,,0.00,,,,,
