2002,1,1,2,0913,0900,1203,1203,AA,1,N356A1,350.00,363.00,325.00,0.00,13.00,JFK,LAX,2475.00,7.00,18.00,0.00,,0.00,,,,,
2002,1,2,3,0906,0900,1141,1203,AA,1,N357A1,335.00,363.00,310.00,-22.00,6.00,JFK,LAX,2475.00,6.00,19.00,0.00,,0.00,,,,,
2002,1,3,4,0918,0900,1147,1203,AA,1,N379A1,329.00,363.00,298.00,-16.00,18.00,JFK,LAX,2475.00,12.00,19.00,0.00,,0.00,,,,,
2002,1,4,5,0906,0900,1149,1203,AA,1,N380A1,343.00,363.00,316.00,-14.00,6.00,JFK,LAX,2475.00,9.00,18.00,0.00,,0.00,,,,,
2002,1,5,6,0921,0900,1207,1203,AA,1,N388A1,346.00,363.00,317.00,4.00,21.00,JFK,LAX,2475.00,14.00,15.00,0.00,,0.00,,,,,
2002,1,6,7,0938,0900,1221,1203,AA,1,N398A1,343.00,363.00,306.00,18.00,38.00,JFK,LAX,2475.00,21.00,16.00,0.00,,0.00,,,,,
2002,1,7,1,0904,0900,1157,1203,AA,1,N353A1,353.00,363.00,298.00,-6.00,4.00,JFK,LAX,2475.00,36.00,19.00,0.00,,0.00,,,,,
2002,1,8,2,0857,0900,1202,1203,AA,1,N377A1,365.00,363.00,300.00,-1.00,-3.00,JFK,LAX,2475.00,39.00,26.00,0.00,,0.00,,,,,
2002,1,9,3,0928,0900,1221,1203,AA,1,N377A1,353.00,363.00,332.00,18.00,28.00,JFK,LAX,2475.00,3.00,18.00,0.00,,0.00,,,,,
2002,1,10,4,0914,0900,1211,1203,AA,1,N371A1,357.00,363.00,333.00,8.00,14.00,JFK,LAX,2475.00,9.00,15.00,0.00,,0.00,,,,,
2002,1,11,5,0909,0900,1144,1203,AA,1,N379A1,335.00,363.00,308.00,-19.00,9.00,JFK,LAX,2475.00,4.00,23.00,0.00,,0.00,,,,,
2002,1,12,6,0903,0900,1143,1203,AA,1,N388A1,340.00,363.00,309.00,-20.00,3.00,JFK,LAX,2475.00,15.00,16.00,0.00,,0.00,,,,,
2002,1,13,7,0856,0900,1156,1203,AA,1,N363A1,360.00,363.00,336.00,-7.00,-4.00,JFK,LAX,2475.00,5.00,19.00,0.00,,0.00,,,,,
2002,1,14,1,0858,0900,1157,1203,AA,1,N353A1,359.00,363.00,327.00,-6.00,-2.00,JFK,LAX,2475.00,9.00,23.00,0.00,,0.00,,,,,
2002,1,15,2,0903,0900,1219,1203,AA,1,N369A1,376.00,363.00,351.00,16.00,3.00,JFK,LAX,2475.00,5.00,20.00,0.00,,0.00,,,,,
2002,1,16,3,0858,0900,1203,1203,AA,1,N367A1,365.00,363.00,336.00,0.00,-2.00,JFK,LAX,2475.00,3.00,26.00,0.00,,0.00,,,,,
2002,1,17,4,0855,0900,1213,1203,AA,1,N304A1,378.00,363.00,351.00,10.00,-5.00,JFK,LAX,2475.00,10.00,17.00,0.00,,0.00,,,,,
2002,1,18,5,1043,0900,1405,1203,AA,1,N355A1,382.00,363.00,353.00,122.00,103.00,JFK,LAX,2475.00,4.00,25.00,0.00,,0.00,,,,,
