1999,1,24,7,1550,1550,1717,1708,UA,2049,N392UA,87.00,78.00,70.00,9.00,0.00,SFO,LAX,337.00,7.00,10.00,0.00,,0.00,,,,,
1999,1,25,1,1624,1550,1734,1708,UA,2049,N373UA,70.00,78.00,51.00,26.00,34.00,SFO,LAX,337.00,5.00,14.00,0.00,,0.00,,,,,
1999,1,26,2,1650,1550,1805,1708,UA,2049,N397UA,75.00,78.00,57.00,57.00,60.00,SFO,LAX,337.00,9.00,9.00,0.00,,0.00,,,,,
1999,1,27,3,1546,1550,1701,1708,UA,2049,N398UA,75.00,78.00,56.00,-7.00,-4.00,SFO,LAX,337.00,10.00,9.00,0.00,,0.00,,,,,
1999,1,28,4,1548,1550,1658,1708,UA,2049,N390UA,70.00,78.00,50.00,-10.00,-2.00,SFO,LAX,337.00,11.00,9.00,0.00,,0.00,,,,,
1999,1,29,5,1551,1550,1703,1708,UA,2049,N395UA,72.00,78.00,53.00,-5.00,1.00,SFO,LAX,337.00,10.00,9.00,0.00,,0.00,,,,,
1999,1,30,6,1547,1550,1656,1708,UA,2049,N372UA,69.00,78.00,55.00,-12.00,-3.00,SFO,LAX,337.00,7.00,7.00,0.00,,0.00,,,,,
1999,1,31,7,1610,1550,1729,1708,UA,2049,N398UA,79.00,78.00,54.00,21.00,20.00,SFO,LAX,337.00,7.00,18.00,0.00,,0.00,,,,,
1999,1,1,5,1720,1725,1838,1846,UA,2051,N387UA,78.00,81.00,60.00,-8.00,-5.00,SFO,LAX,337.00,8.00,10.00,0.00,,0.00,,,,,
1999,1,2,6,1724,1725,1837,1846,UA,2051,N398UA,73.00,81.00,52.00,-9.00,-1.00,SFO,LAX,337.00,11.00,10.00,0.00,,0.00,,,,,
1999,1,3,7,1734,1725,1843,1846,UA,2051,N379UA,69.00,81.00,53.00,-3.00,9.00,SFO,LAX,337.00,6.00,10.00,0.00,,0.00,,,,,
1999,1,4,1,1739,1725,1847,1846,UA,2051,N388UA,68.00,81.00,50.00,1.00,14.00,SFO,LAX,337.00,8.00,10.00,0.00,,0.00,,,,,
1999,1,5,2,1626,1630,1741,1751,UA,2051,N371UA,75.00,81.00,55.00,-10.00,-4.00,SFO,LAX,337.00,9.00,11.00,0.00,,0.00,,,,,
1999,1,6,3,,1630,,1751,UA,2051,UNKNOW,,81.00,,,,SFO,LAX,337.00,,,1.00,,0.00,,,,,
1999,1,7,4,1709,1630,1823,1751,UA,2051,N929UA,74.00,81.00,54.00,32.00,39.00,SFO,LAX,337.00,8.00,12.00,0.00,,0.00,,,,,
1999,1,8,5,,1630,,1751,UA,2051,UNKNOW,,81.00,,,,SFO,LAX,337.00,,,1.00,,0.00,,,,,
