1987,10,19,1,1649,1650,1858,1850,CO,597,,189.00,180.00,,8.00,-1.00,BWI,IAH,1235.00,,,0.00,,0.00,,,,,
1987,10,20,2,1651,1650,1905,1850,CO,597,,194.00,180.00,,15.00,1.00,BWI,IAH,1235.00,,,0.00,,0.00,,,,,
1987,10,21,3,1653,1650,1916,1850,CO,597,,203.00,180.00,,26.00,3.00,BWI,IAH,1235.00,,,0.00,,0.00,,,,,
1987,10,22,4,1649,1650,1854,1850,CO,597,,185.00,180.00,,4.00,-1.00,BWI,IAH,1235.00,,,0.00,,0.00,,,,,
1987,10,23,5,1647,1650,1916,1850,CO,597,,209.00,180.00,,26.00,-3.00,BWI,IAH,1235.00,,,0.00,,0.00,,,,,
1987,10,24,6,1650,1650,1857,1850,CO,597,,187.00,180.00,,7.00,0.00,BWI,IAH,1235.00,,,0.00,,0.00,,,,,
1987,10,25,7,1653,1650,1906,1850,CO,597,,193.00,180.00,,16.00,3.00,BWI,IAH,1235.00,,,0.00,,0.00,,,,,
1987,10,26,1,1651,1650,1857,1850,CO,597,,186.00,180.00,,7.00,1.00,BWI,IAH,1235.00,,,0.00,,0.00,,,,,
1987,10,27,2,1648,1650,1858,1850,CO,597,,190.00,180.00,,8.00,-2.00,BWI,IAH,1235.00,,,0.00,,0.00,,,,,
1987,10,28,3,1649,1650,1921,1850,CO,597,,212.00,180.00,,31.00,-1.00,BWI,IAH,1235.00,,,0.00,,0.00,,,,,
1987,10,29,4,1650,1650,1855,1850,CO,597,,185.00,180.00,,5.00,0.00,BWI,IAH,1235.00,,,0.00,,0.00,,,,,
1987,10,30,5,1649,1650,1842,1850,CO,597,,173.00,180.00,,-8.00,-1.00,BWI,IAH,1235.00,,,0.00,,0.00,,,,,
1987,10,31,6,1706,1650,1855,1850,CO,597,,169.00,180.00,,5.00,16.00,BWI,IAH,1235.00,,,0.00,,0.00,,,,,
1987,10,1,4,1833,1835,2221,2242,CO,598,,168.00,187.00,,-21.00,-2.00,IAH,BWI,1235.00,,,0.00,,0.00,,,,,
1987,10,2,5,1834,1835,2219,2242,CO,598,,165.00,187.00,,-23.00,-1.00,IAH,BWI,1235.00,,,0.00,,0.00,,,,,
1987,10,3,6,1840,1835,2233,2242,CO,598,,173.00,187.00,,-9.00,5.00,IAH,BWI,1235.00,,,0.00,,0.00,,,,,
1987,10,4,7,1835,1835,2222,2242,CO,598,,167.00,187.00,,-20.00,0.00,IAH,BWI,1235.00,,,0.00,,0.00,,,,,
1987,10,5,1,1836,1835,2233,2242,CO,598,,177.00,187.00,,-9.00,1.00,IAH,BWI,1235.00,,,0.00,,0.00,,,,,
1987,10,6,2,1835,1835,2226,2242,CO,598,,171.00,187.00,,-16.00,0.00,IAH,BWI,1235.00,,,0.00,,0.00,,,,,
1987,10,7,3,1837,1835,2224,2242,CO,598,,167.00,187.00,,-18.00,2.00,IAH,BWI,1235.00,,,0.00,,0.00,,,,,
1987,10,8,4,1835,1835,2235,2242,CO,598,,180.00,187.00,,-7.00,0.00,IAH,BWI,1235.00,,,0.00,,0.00,,,,,
1987,10,9,5,1840,1835,2248,2242,CO,598,,188.00,187.00,,6.00,5.00,IAH,BWI,1235.00,,,0.00,,0.00,,,,,
1987,10,10,6,1836,1835,2223,2242,CO,598,,167.00,187.00,,-19.00,1.00,IAH,BWI,1235.00,,,0.00,,0.00,,,,,
