2007,1,1,1,2044,2000,2302,2152,9E,2800,85019E,138.00,112.00,95.00,70.00,44.00,DCA,GRR,524.00,7.00,36.00,0.00,,0.00,0.00,0.00,26.00,0.00,44.00
2007,1,1,1,1939,1932,2151,2036,9E,2803,86239E,132.00,64.00,39.00,75.00,7.00,MSP,CID,221.00,9.00,84.00,0.00,,0.00,7.00,0.00,68.00,0.00,0.00
2007,1,1,1,0913,0915,1009,1028,9E,2806,88009E,56.00,73.00,39.00,-19.00,-2.00,MSP,FAR,223.00,5.00,12.00,0.00,,0.00,,,,,
2007,1,1,1,2122,2025,2350,2257,9E,2810,88399E,88.00,92.00,55.00,53.00,57.00,MSP,AZO,426.00,5.00,28.00,0.00,,0.00,53.00,0.00,0.00,0.00,0.00
2007,1,1,1,1410,1400,1628,1635,9E,2811,80399E,138.00,155.00,123.00,-7.00,10.00,MSP,DFW,852.00,5.00,10.00,0.00,,0.00,,,,,
2007,1,1,1,1722,1725,1949,1945,9E,2812,80399E,147.00,140.00,110.00,4.00,-3.00,DFW,MSP,852.00,19.00,18.00,0.00,,0.00,,,,,
2007,1,1,1,1126,0935,1153,1015,9E,2814,85549E,87.00,100.00,70.00,98.00,111.00,MSP,RAP,490.00,4.00,13.00,0.00,,0.00,98.00,0.00,0.00,0.00,0.00
2007,1,1,1,0640,0645,0758,0817,9E,2814,85549E,138.00,152.00,117.00,-19.00,-5.00,ROC,MSP,783.00,9.00,12.00,0.00,,0.00,,,,,
2007,1,1,1,1654,1655,1915,1923,9E,2819,84129E,81.00,88.00,60.00,-8.00,-1.00,MSP,GRR,408.00,5.00,16.00,0.00,,0.00,,,,,
2007,1,1,1,1649,1650,1742,1804,9E,2820,88399E,53.00,74.00,35.00,-22.00,-1.00,MSP,FSD,197.00,6.00,12.00,0.00,,0.00,,,,,
2007,1,1,1,1843,1655,1937,1808,9E,2821,80129E,54.00,73.00,38.00,89.00,108.00,MSP,DSM,232.00,4.00,12.00,0.00,,0.00,0.00,0.00,0.00,0.00,89.00
2007,1,1,1,1831,1836,1931,1941,9E,2823,88399E,60.00,65.00,37.00,-10.00,-5.00,FSD,MSP,197.00,12.00,11.00,0.00,,0.00,,,,,
2007,1,1,1,1607,1600,1642,1640,9E,2826,86739E,35.00,40.00,19.00,2.00,7.00,MSP,RST,76.00,4.00,12.00,0.00,,0.00,,,,,
2007,1,1,1,1312,1315,1500,1458,9E,2826,86739E,108.00,103.00,74.00,2.00,-3.00,STL,MSP,449.00,23.00,11.00,0.00,,0.00,,,,,
